,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
185,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,20,True,pawamoy/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2021-02-17 20:35:50.000,2021-02-17 20:35:50.000,30.0,109.0,292.0,2021-01-06 21:43:56.000,0.14.0,34.0,18.0,,['mkdocs'],mkdocstrings,43.0,384.0,0.0,,https://pypi.org/project/mkdocstrings,2021-01-06 21:43:56.000,0.0,10162.0,10162.0,,,,3.0,,,mkdocstrings/mkdocstrings,,,,,,,
186,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,20,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10.000,47.0,,248.0,,,13.0,10.0,conda-forge/assertpy,,assertpy,,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,124.0,31837.0,32098.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,10192.0,3.0,,,,,,,,,,
187,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,20,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40.000,32.0,,215.0,2021-01-11 18:40:32.000,0.9.0,28.0,15.0,,['flake8'],flakehell,4.0,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,0.0,12329.0,12332.0,,,,3.0,50.0,,,,,,,,,
188,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,20,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2020-11-12 15:11:07.000,2020-09-22 09:13:51.000,32.0,13.0,189.0,2020-09-22 09:28:03.000,0.10.1,13.0,9.0,,['pytest'],pytest-docker,16.0,56.0,14.0,,https://pypi.org/project/pytest-docker,2020-09-22 09:28:03.000,14.0,9866.0,9871.0,,,,3.0,66.0,,,,,,,,,
189,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,20,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2020-09-16 11:20:09.000,2020-09-16 11:20:01.000,14.0,23.0,181.0,2019-10-08 16:24:35.000,0.7.0,17.0,7.0,conda-forge/xenon,,xenon,6.0,100.0,242.0,180.0,https://pypi.org/project/xenon,2020-09-16 09:47:41.000,62.0,17094.0,17342.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,9946.0,3.0,,,,,,,,,,
190,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,20,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 17:29:01.000,2021-02-16 17:29:00.000,57.0,23.0,180.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,,,data-science-types,39.0,446.0,0.0,,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,0.0,6955.0,6955.0,,,,3.0,,-3.0,,,,,,,,
191,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,20,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2020-02-01 18:49:47.818,2020-02-01 17:56:35.000,11.0,19.0,170.0,2019-11-20 10:54:24.000,0.6.2,12.0,7.0,conda-forge/pytest-lazy-fixture,['pytest'],pytest-lazy-fixture,12.0,92.0,288.0,257.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,31.0,48012.0,52946.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,226984.0,3.0,,,,,,,,,,
192,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,20,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2021-01-06 17:14:12.000,2020-07-23 01:35:13.000,27.0,43.0,168.0,2020-07-23 01:35:39.000,0.5.8,22.0,9.0,,['mkdocs'],mkdocs-pdf-export-plugin,29.0,68.0,113.0,109.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2020-07-23 01:35:04.000,4.0,4534.0,4534.0,,,,3.0,,,,,,,,,,
193,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,20,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2021-02-08 17:21:34.000,2021-02-08 17:21:33.000,11.0,30.0,161.0,2021-01-24 18:14:07.000,2.1.0,30.0,9.0,,,add-trailing-comma,1.0,217.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-24 18:14:07.000,14.0,2487.0,2487.0,,,,3.0,,,,,,,,,,
194,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,20,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2020-12-22 01:59:58.000,2020-12-22 01:43:41.000,17.0,30.0,131.0,2020-12-22 02:04:30.000,2.5.0,16.0,2.0,,['mkdocs'],mkdocs-awesome-pages-plugin,5.0,53.0,363.0,273.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000,90.0,8104.0,8104.0,,,,3.0,,,,,,,,,,
195,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2020-10-06 12:45:07.000,2020-10-01 09:23:01.000,18.0,13.0,112.0,2020-10-01 09:33:03.000,2.0.0,16.0,7.0,,,eradicate,4.0,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000,156.0,68372.0,68372.0,,,,3.0,,,,,,,,,,
196,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2020-07-25 16:32:38.063,2020-07-25 16:06:31.000,7.0,13.0,82.0,2020-07-25 16:07:56.000,0.2.1,9.0,4.0,conda-forge/flake8-black,['flake8'],flake8-black,4.0,85.0,626.0,590.0,https://pypi.org/project/flake8-black,2020-07-25 16:07:56.000,36.0,64742.0,68342.0,https://anaconda.org/conda-forge/flake8-black,2020-07-25 16:32:38.063,72008.0,3.0,,,,,,,,,,
197,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,19,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-01-05 04:22:45.000,2020-12-27 21:49:39.000,63.0,25.0,1968.0,2020-11-24 01:10:26.000,1.2.19,42.0,4.0,,,pretty_errors,1.0,119.0,0.0,,https://pypi.org/project/pretty_errors,2020-11-24 01:10:26.000,0.0,5223.0,5223.0,,,,3.0,,,,,,,,,,
198,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2020-08-25 21:49:38.000,2020-08-25 21:35:41.000,70.0,26.0,1366.0,2020-08-25 21:49:38.000,0.8.4,35.0,8.0,,,birdseye,19.0,380.0,34.0,34.0,https://pypi.org/project/birdseye,2020-08-25 21:49:38.000,,443.0,443.0,,,,3.0,,,,,,,,,,
199,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2021-01-21 18:28:17.000,2021-01-21 18:28:16.000,26.0,40.0,683.0,2020-11-21 15:09:28.000,0.2.9,23.0,21.0,,,pyflow,38.0,273.0,,,https://pypi.org/project/pyflow,2020-11-21 15:18:30.000,,59.0,209.0,,,,3.0,2704.0,,,,,,,,,
200,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,19,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2020-10-31 17:54:07.000,2020-10-01 23:10:22.000,36.0,48.0,659.0,2020-09-02 06:33:11.000,1.19.0,45.0,14.0,,,wily,28.0,686.0,8.0,,https://pypi.org/project/wily,2020-09-02 06:33:11.000,8.0,1676.0,1676.0,,,,3.0,,,,,,,,,,
201,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-01-19 19:03:16.000,2019-05-10 19:18:48.000,23.0,38.0,369.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,,,vex,2.0,200.0,36.0,20.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,16.0,461.0,461.0,,,,3.0,,,,,,,,,,
202,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,19,False,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2019-12-10 10:02:01.000,2019-12-10 10:01:59.000,14.0,14.0,304.0,2019-01-20 11:58:25.000,1.6.0,20.0,9.0,,,manhole,6.0,459.0,130.0,64.0,https://pypi.org/project/manhole,2019-01-20 11:58:25.000,66.0,4212.0,4212.0,,,,3.0,,,,,,,,,,
203,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2021-02-18 02:25:51.000,2021-02-18 02:25:15.000,116.0,191.0,289.0,2020-11-15 09:12:52.000,3.2.0,35.0,44.0,constructor,,,32.0,927.0,8.0,8.0,,,,,69.0,https://anaconda.org/anaconda/constructor,2020-08-22 09:13:31.665,3455.0,3.0,219.0,,,,,,,,,
204,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,19,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2021-02-08 17:18:40.000,2021-02-08 17:18:39.000,15.0,21.0,155.0,2021-01-25 22:08:17.000,1.9.2,18.0,10.0,conda-forge/blacken-docs,,blacken-docs,2.0,128.0,22.0,,https://pypi.org/project/blacken-docs,2021-01-25 22:08:17.000,22.0,1973.0,3933.0,https://anaconda.org/conda-forge/blacken-docs,2021-01-25 23:52:45.051,13721.0,3.0,,,,,,,,,,
205,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,19,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2020-11-22 23:34:25.000,2019-10-22 13:19:39.000,17.0,11.0,133.0,2019-10-22 13:04:22.000,1.3.1,9.0,7.0,conda-forge/pytest-datadir,['pytest'],pytest-datadir,3.0,71.0,347.0,295.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,52.0,40345.0,41580.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,64252.0,3.0,,,,,,,,,,
206,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,19,True,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00.000,15.0,3.0,106.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,,['flake8'],flake8-mypy,19.0,50.0,830.0,632.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,198.0,17132.0,17132.0,,,,3.0,,,,,,,,,,
207,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,19,True,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2020-12-29 20:50:06.000,2020-08-29 05:51:08.000,14.0,7.0,57.0,2019-10-08 03:58:31.000,2.1.2,11.0,5.0,,['flake8'],flake8-bandit,3.0,44.0,156.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000,156.0,58210.0,58210.0,,,,3.0,,,,,,,,,,
208,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,19,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2020-11-05 16:46:00.000,2019-08-07 13:44:00.000,10.0,3.0,53.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,,,unify,6.0,69.0,217.0,202.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,15.0,16218.0,16218.0,,,,3.0,,,,,,,,,,
209,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,18,False,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-01-08 21:28:29.000,2018-12-06 03:53:03.000,27.0,8.0,491.0,2018-12-02 19:13:32.000,0.0.3,4.0,4.0,,,py-heat,2.0,51.0,30.0,26.0,https://pypi.org/project/py-heat,2018-12-06 03:20:43.000,4.0,300.0,300.0,,,,3.0,,,,,,,,,,
210,snoop,https://github.com/alexmojaki/snoop,,"A powerful set of Python debugging tools, based on PySnooper.",debugging,18,True,alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2020-09-13 16:39:19.000,2020-09-13 16:39:10.000,18.0,12.0,461.0,2020-08-25 21:31:27.000,0.2.5,9.0,18.0,,,snoop,11.0,375.0,37.0,29.0,https://pypi.org/project/snoop,2020-08-25 21:31:27.000,8.0,5022.0,5022.0,,,,3.0,,,,,,,,,,
211,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2021-02-16 09:52:31.000,2017-12-09 20:00:47.000,37.0,23.0,214.0,2016-09-18 21:57:32.000,1.1.0,9.0,15.0,,,imhotep,23.0,356.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000,4.0,47.0,47.0,,,,3.0,,,,,,,,,,
212,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,18,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2021-02-02 02:32:12.000,2020-12-16 09:27:54.000,29.0,19.0,214.0,2020-12-11 01:56:10.000,0.1.3,5.0,21.0,,,fixit,21.0,146.0,2.0,2.0,https://pypi.org/project/fixit,2020-12-11 01:53:21.000,0.0,577.0,577.0,,,,3.0,,,,,,,,,,
213,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2020-04-13 11:49:33.000,2019-10-04 19:05:46.000,19.0,13.0,149.0,2018-06-24 06:23:48.000,0.8.2,7.0,9.0,,,pynt,5.0,128.0,89.0,69.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,20.0,3416.0,3416.0,,,,3.0,,,,,,,,,,
214,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,18,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2020-10-07 04:18:38.000,2020-10-07 04:18:32.000,26.0,16.0,92.0,2019-12-23 17:05:52.000,0.5.4,22.0,16.0,,['sphinx'],sphinx-markdown-builder,17.0,99.0,166.0,124.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000,42.0,5444.0,5444.0,,,,3.0,,,clayrisser/sphinx-markdown-builder,,,,,,,
215,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2021-02-18 14:21:07.000,2020-12-16 03:23:19.000,14.0,25.0,90.0,2019-07-29 01:14:33.000,0.2.1,5.0,9.0,conda-forge/pandas-vet,['flake8'],pandas-vet,16.0,175.0,32.0,32.0,https://pypi.org/project/pandas-vet,2019-07-27 06:54:02.000,,1955.0,2214.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445,5696.0,3.0,31.0,,,,,,,,,
216,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,18,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2020-12-23 02:17:37.000,2020-12-23 02:11:17.000,13.0,5.0,87.0,2020-12-23 02:19:02.000,0.69.1,15.0,6.0,,,massedit,3.0,178.0,10.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000,10.0,588.0,588.0,,,,3.0,15.0,,,,,,,,,
217,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,18,False,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2021-02-15 22:17:41.000,2021-02-15 22:17:14.000,7.0,27.0,36.0,2021-01-11 02:43:17.000,0.8.3,24.0,5.0,,['mkdocs'],mkdocs-with-pdf,10.0,160.0,12.0,12.0,https://pypi.org/project/mkdocs-with-pdf,2021-01-11 02:26:16.000,,717.0,717.0,,,,3.0,,,,,,,,,,
218,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,18,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2020-10-16 02:02:54.000,2020-10-16 01:58:36.000,5.0,9.0,30.0,2020-10-16 02:02:42.000,0.3.1,8.0,6.0,,['mkdocs'],mkdocs-git-revision-date-plugin,2.0,24.0,167.0,149.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000,18.0,2352.0,2352.0,,,,3.0,,,,,,,,,,
219,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,17,False,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2020-08-08 20:55:38.000,2019-02-13 15:27:07.000,279.0,170.0,4111.0,2019-02-14 00:27:42.000,1.1.5,7.0,41.0,,,,104.0,463.0,,,,,,,,,,,3.0,,,,,,,,,,
220,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,17,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00.000,111.0,15.0,2051.0,2019-03-09 13:53:12.000,1.0.0,20.0,18.0,,,fake2db,6.0,242.0,14.0,13.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,1.0,54.0,54.0,,,,3.0,,,,,,,,,,
221,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,17,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2020-11-27 21:20:22.000,2020-11-27 21:18:44.000,6.0,6.0,195.0,2020-11-27 21:20:22.000,0.3.1,11.0,4.0,,,bellybutton,7.0,32.0,4.0,4.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000,0.0,2203.0,2203.0,,,,3.0,,,,,,,,,,
222,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same configuration across multiple projects.,linters,17,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2021-02-18 07:59:08.000,2021-02-17 05:11:39.000,9.0,39.0,120.0,2020-11-02 21:51:47.000,0.23.1,38.0,7.0,,['flake8'],nitpick,34.0,409.0,0.0,,https://pypi.org/project/nitpick,2020-11-02 21:51:44.000,0.0,2965.0,2965.0,,,,3.0,,,,,,,,,,
223,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,17,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000,2021-02-15 17:00:34.000,2021-02-14 09:46:17.000,16.0,60.0,92.0,2021-02-14 09:50:14.000,0.7.3,24.0,11.0,,,unimport,5.0,367.0,4.0,4.0,https://pypi.org/project/unimport,2021-02-14 09:50:14.000,,593.0,593.0,,,,3.0,,,,,,,,,,
224,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,17,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2019-12-07 19:55:59.000,2019-05-24 17:17:56.000,4.0,3.0,84.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,,,pyformat,3.0,199.0,89.0,70.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,19.0,4292.0,4292.0,,,,3.0,,,,,,,,,,
225,mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,,A tool that allows for versioning sites built with mkdocs.,documentation,17,False,zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-02-11 10:25:52.000,2021-02-11 10:22:58.000,6.0,22.0,36.0,2021-02-11 10:24:35.000,0.4.0,6.0,5.0,,['mkdocs'],mkdocs-versioning,3.0,132.0,13.0,13.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,,972.0,972.0,,,,3.0,,,,,,,,,,
226,yala,https://github.com/cemsbr/yala,,Yet Another Linter Aggregator.,linters,17,False,cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2020-10-24 17:27:01.000,2020-10-24 17:26:28.000,4.0,11.0,8.0,2020-10-24 03:39:21.000,3.0.0,27.0,3.0,,"['flake8', 'pylint']",yala,1.0,164.0,45.0,36.0,https://pypi.org/project/yala,2020-10-24 16:03:12.000,9.0,349.0,349.0,,,,3.0,,,,,,,,,,
227,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,16,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2021-02-18 07:41:56.000,2021-02-18 07:38:25.000,7.0,13.0,161.0,2020-12-06 07:39:42.000,0.5.1,9.0,4.0,conda-forge/beartype,,beartype,5.0,,0.0,,https://pypi.org/project/beartype,2020-12-06 07:39:42.000,0.0,1403.0,1689.0,https://anaconda.org/conda-forge/beartype,2021-01-20 06:24:55.793,2290.0,3.0,,,,,,,,,,
228,pep8ify,https://github.com/spulec/pep8ify,,A library that modifies python source code to conform to pep8.,refactoring,16,False,spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38.000,13.0,12.0,111.0,2014-10-24 20:36:57.000,0.0.13,13.0,6.0,,,pep8ify,6.0,154.0,46.0,34.0,https://pypi.org/project/pep8ify,2014-10-24 20:36:57.000,12.0,43.0,43.0,,,,3.0,,,,,,,,,,
229,retype,https://github.com/ambv/retype,,Re-apply type annotations from .pyi stubs to your codebase.,refactoring,16,True,ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2020-10-11 13:24:37.859,2020-10-11 09:52:52.000,14.0,3.0,94.0,2019-09-13 11:08:57.000,19.9.0,8.0,7.0,conda-forge/retype,,retype,9.0,92.0,34.0,,https://pypi.org/project/retype,2020-10-11 09:46:06.000,34.0,867.0,1185.0,https://anaconda.org/conda-forge/retype,2020-10-11 13:24:37.859,11777.0,3.0,,,,,,,,,,
230,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,15,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2021-02-17 15:51:03.000,2021-01-18 20:55:13.000,99.0,113.0,2803.0,2020-04-10 04:16:04.000,0.7.0,3.0,28.0,,,,191.0,,,,,,,,,,,,3.0,,,,,,,,,,
231,dh-virtualenv,https://github.com/spotify/dh-virtualenv,,Python virtualenvs in Debian packages.,virtual-envs,15,True,spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2020-12-31 10:35:22.000,2020-12-31 10:35:21.000,153.0,156.0,1422.0,,,,55.0,,,,23.0,404.0,,,,,,,,,,,3.0,,,,,,,,,,
232,tbvaccine,https://github.com/skorokithakis/tbvaccine,,A small utility to pretty-print Python tracebacks.,logging,15,True,skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44.000,12.0,13.0,357.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,,,tbvaccine,7.0,80.0,9.0,9.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,525.0,525.0,,,,3.0,,,,,,,,,,
233,pytest-play,https://github.com/pytest-dev/pytest-play,,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,testing,15,False,pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28.000,3.0,24.0,63.0,2019-04-05 11:43:43.000,2.3.0,22.0,3.0,,['pytest'],pytest-play,4.0,382.0,25.0,21.0,https://pypi.org/project/pytest-play,2019-04-05 11:43:43.000,4.0,131.0,131.0,,,,3.0,,,,,,,,,,
234,pip-run,https://github.com/jaraco/pip-run,,pip-run - dynamic dependency loader for Python.,dependency-managers,15,True,jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2021-02-14 03:37:27.000,2021-01-29 14:30:51.000,9.0,36.0,58.0,2021-01-29 14:34:48.000,8.4.1,19.0,8.0,,,pip-run,3.0,,,,https://pypi.org/project/pip-run,2021-01-29 14:34:44.000,,1261.0,1261.0,,,,3.0,,,,,,,,,,
